coordinates;footprint;product_name;success;error;part;filename;acquisition_date;end_date;satellite;swath_mode;polarization;orbit_num;data_take;latitude;longitude;year;scene_type;geo_cluster
[[[55.5911, -5.6727], [55.926, -4.1259], [55.2249, -4.0224], [54.8882, -5.5681], [55.5911, -5.6727]]];;S1A_S1_RAW__0SVV_2023-10-08T02:07:32_2023-10-08T02:07:57_050667_061AD2;False;;PT2;s1a-s1-raw-s-vv-20231008t020732-20231008t020757-050667-061ad2.zarr;2023-10-08T02:07:32;2023-10-08T02:07:57;S1A;S1;vv;50667;061ad2;-5.012359999999999;55.44426;2023;sea;sea_14
[[[-95.3821, 28.8147], [-95.0186, 30.3593], [-95.8288, 30.4596], [-96.1798, 28.9142], [-95.3821, 28.8147]]];;S1A_S1_RAW__0SVV_2023-11-14T12:31:37_2023-11-14T12:32:03_051213_062D7F;False;;PT2;s1a-s1-raw-s-vv-20231114t123137-20231114t123203-051213-062d7f.zarr;2023-11-14T12:31:37;2023-11-14T12:32:03;S1A;S1;vv;51213;062d7f;29.472500000000004;-95.55828;2023;sea;sea_5
[[[-95.3815, 28.8153], [-95.018, 30.3599], [-95.8282, 30.4601], [-96.1792, 28.9148], [-95.3815, 28.8153]]];;S1A_S1_RAW__0SVV_2024-01-13T12:31:34_2024-01-13T12:32:00_052088_064BA6;False;;PT2;s1a-s1-raw-s-vv-20240113t123134-20240113t123200-052088-064ba6.zarr;2024-01-13T12:31:34;2024-01-13T12:32:00;S1A;S1;vv;52088;064ba6;29.47308;-95.55768;2024;sea;sea_5
[[[-95.3837, 28.8152], [-95.0203, 30.3599], [-95.8305, 30.4601], [-96.1814, 28.9147], [-95.3837, 28.8152]]];;S1A_S1_RAW__0SVV_2024-05-24T12:31:35_2024-05-24T12:32:00_054013_069103;False;;PT2;s1a-s1-raw-s-vv-20240524t123135-20240524t123200-054013-069103.zarr;2024-05-24T12:31:35;2024-05-24T12:32:00;S1A;S1;vv;54013;069103;29.47302;-95.55992;2024;sea;sea_5
[[[55.5914, -5.6724], [55.9264, -4.1256], [55.2253, -4.0221], [54.8886, -5.5678], [55.5914, -5.6724]]];;S1A_S1_RAW__0SVV_2024-09-08T02:07:27_2024-09-08T02:07:52_055567_06C831;False;;PT2;s1a-s1-raw-s-vv-20240908t020727-20240908t020752-055567-06c831.zarr;2024-09-08T02:07:27;2024-09-08T02:07:52;S1A;S1;vv;55567;06c831;-5.01206;55.44462;2024;sea;sea_14
[[[-95.3807, 28.8148], [-95.0171, 30.3594], [-95.8272, 30.4597], [-96.1783, 28.9143], [-95.3807, 28.8148]]];;S1A_S1_RAW__0SVV_2024-09-09T12:31:33_2024-09-09T12:31:58_055588_06C902;False;;PT2;s1a-s1-raw-s-vv-20240909t123133-20240909t123158-055588-06c902.zarr;2024-09-09T12:31:33;2024-09-09T12:31:58;S1A;S1;vv;55588;06c902;29.4726;-95.5568;2024;sea;sea_5
[[[94.0742, 12.7541], [94.7903, 12.8512], [94.6569, 13.4916], [93.9388, 13.3945], [94.0742, 12.7541]]];;S1A_S1_RAW__0SVV_2024-10-10T11:45:46_2024-10-10T11:45:56_056040_06DAD3;False;;PT2;s1a-s1-raw-s-vv-20241010t114546-20241010t114556-056040-06dad3.zarr;2024-10-10T11:45:46;2024-10-10T11:45:56;S1A;S1;vv;56040;06dad3;13.0491;94.30688;2024;sea;sea_15
[[[-95.3804, 28.8142], [-95.0169, 30.3588], [-95.827, 30.459], [-96.1781, 28.9137], [-95.3804, 28.8142]]];;S1A_S1_RAW__0SVV_2024-10-15T12:31:34_2024-10-15T12:31:59_056113_06DDB7;False;;PT2;s1a-s1-raw-s-vv-20241015t123134-20241015t123159-056113-06ddb7.zarr;2024-10-15T12:31:34;2024-10-15T12:31:59;S1A;S1;vv;56113;06ddb7;29.471979999999995;-95.55656;2024;sea;sea_5
[[[94.3427, 12.1668], [94.6058, 13.4129], [93.8879, 13.51], [93.6282, 12.264], [94.3427, 12.1668]]];;S1A_S1_RAW__0SVV_2024-10-24T23:42:44_2024-10-24T23:43:05_056251_06E33B;False;;PT2;s1a-s1-raw-s-vv-20241024t234244-20241024t234305-056251-06e33b.zarr;2024-10-24T23:42:44;2024-10-24T23:43:05;S1A;S1;vv;56251;06e33b;12.7041;94.16146;2024;sea;sea_15
[[[55.5927, -5.6756], [55.9277, -4.1288], [55.2265, -4.0253], [54.8898, -5.571], [55.5927, -5.6756]]];;S1A_S1_RAW__0SVV_2024-10-26T02:07:27_2024-10-26T02:07:53_056267_06E3DE;False;;PT2;s1a-s1-raw-s-vv-20241026t020727-20241026t020753-056267-06e3de.zarr;2024-10-26T02:07:27;2024-10-26T02:07:53;S1A;S1;vv;56267;06e3de;-5.01526;55.44588;2024;sea;sea_14
[[[94.339, 12.1647], [94.6021, 13.4109], [93.8842, 13.5078], [93.6246, 12.2619], [94.339, 12.1647]]];;S1A_S1_RAW__0SVV_2024-11-17T23:42:44_2024-11-17T23:43:05_056601_06F127;False;;PT2;s1a-s1-raw-s-vv-20241117t234244-20241117t234305-056601-06f127.zarr;2024-11-17T23:42:44;2024-11-17T23:43:05;S1A;S1;vv;56601;06f127;12.702;94.15778;2024;sea;sea_15
[[[43.8121, -12.3944], [44.0254, -11.4542], [43.3112, -11.3449], [43.0954, -12.2842], [43.8121, -12.3944]]];;S1A_S1_RAW__0SVV_2024-11-20T02:50:37_2024-11-20T02:50:52_056632_06F269;False;;PT2;s1a-s1-raw-s-vv-20241120t025037-20241120t025052-056632-06f269.zarr;2024-11-20T02:50:37;2024-11-20T02:50:52;S1A;S1;vv;56632;06f269;-11.97442;43.611239999999995;2024;sea;sea_8
[[[-95.3816, 28.8143], [-95.0181, 30.3589], [-95.8283, 30.4591], [-96.1793, 28.9138], [-95.3816, 28.8143]]];;S1A_S1_RAW__0SVV_2024-12-26T12:31:30_2024-12-26T12:31:56_057163_07076E;False;;PT2;s1a-s1-raw-s-vv-20241226t123130-20241226t123156-057163-07076e.zarr;2024-12-26T12:31:30;2024-12-26T12:31:56;S1A;S1;vv;57163;07076e;29.47208;-95.55778000000001;2024;sea;sea_5
[[[55.5917, -5.6719], [55.9265, -4.1251], [55.2255, -4.0216], [54.8888, -5.5673], [55.5917, -5.6719]]];;S1A_S1_RAW__0SVV_2025-01-30T02:07:21_2025-01-30T02:07:47_057667_071B60;False;;PT2;s1a-s1-raw-s-vv-20250130t020721-20250130t020747-057667-071b60.zarr;2025-01-30T02:07:21;2025-01-30T02:07:47;S1A;S1;vv;57667;071b60;-5.01156;55.44484;2025;sea;sea_14
[[[43.8126, -12.3933], [44.0259, -11.4531], [43.3117, -11.3438], [43.0959, -12.2831], [43.8126, -12.3933]]];;S1A_S1_RAW__0SVV_2025-02-12T02:50:30_2025-02-12T02:50:46_057857_0722F4;False;;PT2;s1a-s1-raw-s-vv-20250212t025030-20250212t025046-057857-0722f4.zarr;2025-02-12T02:50:30;2025-02-12T02:50:46;S1A;S1;vv;57857;0722f4;-11.97332;43.611740000000005;2025;sea;sea_8
[[[43.8128, -12.3929], [44.0261, -11.4527], [43.3119, -11.3434], [43.096, -12.2827], [43.8128, -12.3929]]];;S1A_S1_RAW__0SVV_2025-02-24T02:50:30_2025-02-24T02:50:46_058032_072A18;False;;PT2;s1a-s1-raw-s-vv-20250224t025030-20250224t025046-058032-072a18.zarr;2025-02-24T02:50:30;2025-02-24T02:50:46;S1A;S1;vv;58032;072a18;-11.972919999999998;43.61192;2025;sea;sea_8
[[[55.5913, -5.6737], [55.9262, -4.1269], [55.2251, -4.0233], [54.8884, -5.5691], [55.5913, -5.6737]]];;S1A_S1_RAW__0SVV_2025-03-07T02:07:21_2025-03-07T02:07:46_058192_0730A4;False;;PT2;s1a-s1-raw-s-vv-20250307t020721-20250307t020746-058192-0730a4.zarr;2025-03-07T02:07:21;2025-03-07T02:07:46;S1A;S1;vv;58192;0730a4;-5.01334;55.44446000000001;2025;sea;sea_14
[[[-94.0422, -10.7428], [-93.5587, -8.5872], [-94.266, -8.4797], [-94.7542, -10.6334], [-94.0422, -10.7428]]];;S1A_S2_RAW__0SHH_2025-01-30T12:00:38_2025-01-30T12:01:11_057673_071BA0;False;;PT2;s1a-s2-raw-s-hh-20250130t120038-20250130t120111-057673-071ba0.zarr;2025-01-30T12:00:38;2025-01-30T12:01:11;S1A;S2;hh;57673;071ba0;-9.83718;-94.13266;2025;sea;sea_11
[[[21.1546, -0.5616], [21.8538, -0.4601], [21.3963, 1.6973], [20.697, 1.597], [21.1546, -0.5616]]];;S1A_S2_RAW__0SHH_2025-04-25T16:46:00_2025-04-25T16:46:33_058915_074DCB;False;;PT2;s1a-s2-raw-s-hh-20250425t164600-20250425t164633-058915-074dcb.zarr;2025-04-25T16:46:00;2025-04-25T16:46:33;S1A;S2;hh;58915;074dcb;0.3422;21.25126;2025;sea;sea_16
[[[21.1546, -0.5616], [21.8538, -0.4601], [21.3963, 1.6973], [20.697, 1.597], [21.1546, -0.5616]]];;S1A_S2_RAW__0SHH_2025-04-25T16:46:25_2025-04-25T16:47:01_058915_074DCB;False;;PT2;s1a-s2-raw-s-hh-20250425t164625-20250425t164701-058915-074dcb.zarr;2025-04-25T16:46:25;2025-04-25T16:47:01;S1A;S2;hh;58915;074dcb;0.3422;21.25126;2025;sea;sea_16
[[[-94.0422, -10.7428], [-93.5587, -8.5872], [-94.266, -8.4797], [-94.7542, -10.6334], [-94.0422, -10.7428]]];;S1A_S2_RAW__0SHV_2025-01-30T12:00:38_2025-01-30T12:01:11_057673_071BA0;False;;PT2;s1a-s2-raw-s-hv-20250130t120038-20250130t120111-057673-071ba0.zarr;2025-01-30T12:00:38;2025-01-30T12:01:11;S1A;S2;hv;57673;071ba0;-9.83718;-94.13266;2025;sea;sea_11
[[[21.1546, -0.5616], [21.8538, -0.4601], [21.3963, 1.6973], [20.697, 1.597], [21.1546, -0.5616]]];;S1A_S2_RAW__0SHV_2025-04-25T16:46:00_2025-04-25T16:46:33_058915_074DCB;False;;PT2;s1a-s2-raw-s-hv-20250425t164600-20250425t164633-058915-074dcb.zarr;2025-04-25T16:46:00;2025-04-25T16:46:33;S1A;S2;hv;58915;074dcb;0.3422;21.25126;2025;sea;sea_16
[[[21.1546, -0.5616], [21.8538, -0.4601], [21.3963, 1.6973], [20.697, 1.597], [21.1546, -0.5616]]];;S1A_S2_RAW__0SHV_2025-04-25T16:46:25_2025-04-25T16:47:01_058915_074DCB;False;;PT2;s1a-s2-raw-s-hv-20250425t164625-20250425t164701-058915-074dcb.zarr;2025-04-25T16:46:25;2025-04-25T16:47:01;S1A;S2;hv;58915;074dcb;0.3422;21.25126;2025;sea;sea_16
[[[-118.6874, 28.1665], [-117.8938, 28.2633], [-118.17, 29.5125], [-118.9733, 29.4153], [-118.6874, 28.1665]]];;S1A_S2_RAW__0SVH_2023-06-25T01:49:17_2023-06-25T01:49:38_049136_05E894;False;;PT2;s1a-s2-raw-s-vh-20230625t014917-20230625t014938-049136-05e894.zarr;2023-06-25T01:49:17;2023-06-25T01:49:38;S1A;S2;vh;49136;05e894;28.70482;-118.48237999999999;2023;sea;sea_17
[[[-118.6863, 28.1669], [-117.8926, 28.2637], [-118.1689, 29.5128], [-118.9722, 29.4156], [-118.6863, 28.1669]]];;S1A_S2_RAW__0SVH_2023-11-04T01:49:22_2023-11-04T01:49:42_051061_06282F;False;;PT2;s1a-s2-raw-s-vh-20231104t014922-20231104t014942-051061-06282f.zarr;2023-11-04T01:49:22;2023-11-04T01:49:42;S1A;S2;vh;51061;06282f;28.705180000000002;-118.48125999999999;2023;sea;sea_17
[[[-118.6867, 28.1669], [-117.8931, 28.2637], [-118.1694, 29.5128], [-118.9726, 29.4156], [-118.6867, 28.1669]]];;S1A_S2_RAW__0SVH_2024-04-08T01:49:19_2024-04-08T01:49:39_053336_06778B;False;;PT2;s1a-s2-raw-s-vh-20240408t014919-20240408t014939-053336-06778b.zarr;2024-04-08T01:49:19;2024-04-08T01:49:39;S1A;S2;vh;53336;06778b;28.705180000000002;-118.4817;2024;sea;sea_17
[[[-118.6869, 28.1693], [-117.8933, 28.2661], [-118.1695, 29.5153], [-118.9728, 29.4181], [-118.6869, 28.1693]]];;S1A_S2_RAW__0SVH_2024-05-02T01:49:19_2024-05-02T01:49:40_053686_068553;False;;PT2;s1a-s2-raw-s-vh-20240502t014919-20240502t014940-053686-068553.zarr;2024-05-02T01:49:19;2024-05-02T01:49:40;S1A;S2;vh;53686;068553;28.70762;-118.48188;2024;sea;sea_17
[[[-118.6868, 28.1698], [-117.8931, 28.2666], [-118.1694, 29.5157], [-118.9727, 29.4185], [-118.6868, 28.1698]]];;S1A_S2_RAW__0SVH_2024-10-29T01:49:18_2024-10-29T01:49:39_056311_06E594;False;;PT2;s1a-s2-raw-s-vh-20241029t014918-20241029t014939-056311-06e594.zarr;2024-10-29T01:49:18;2024-10-29T01:49:39;S1A;S2;vh;56311;06e594;28.708080000000002;-118.48176000000001;2024;sea;sea_17
[[[-118.685, 28.1671], [-117.8914, 28.2638], [-118.1675, 29.513], [-118.9709, 29.4158], [-118.685, 28.1671]]];;S1A_S2_RAW__0SVH_2024-12-16T01:49:15_2024-12-16T01:49:36_057011_070160;False;;PT2;s1a-s2-raw-s-vh-20241216t014915-20241216t014936-057011-070160.zarr;2024-12-16T01:49:15;2024-12-16T01:49:36;S1A;S2;vh;57011;070160;28.705360000000002;-118.47996;2024;sea;sea_17
[[[-92.9985, -6.0453], [-92.5686, -4.0685], [-93.2694, -3.9646], [-93.7016, -5.9399], [-92.9985, -6.0453]]];;S1A_S2_RAW__0SVH_2025-03-07T11:59:23_2025-03-07T11:59:56_058198_0730E8;False;;PT2;s1a-s2-raw-s-vh-20250307t115923-20250307t115956-058198-0730e8.zarr;2025-03-07T11:59:23;2025-03-07T11:59:56;S1A;S2;vh;58198;0730e8;-5.21272;-93.10732;2025;sea;sea_11
[[[-118.6874, 28.1665], [-117.8938, 28.2633], [-118.17, 29.5125], [-118.9733, 29.4153], [-118.6874, 28.1665]]];;S1A_S2_RAW__0SVV_2023-06-25T01:49:17_2023-06-25T01:49:38_049136_05E894;False;;PT2;s1a-s2-raw-s-vv-20230625t014917-20230625t014938-049136-05e894.zarr;2023-06-25T01:49:17;2023-06-25T01:49:38;S1A;S2;vv;49136;05e894;28.70482;-118.48237999999999;2023;sea;sea_17
[[[-118.6863, 28.1669], [-117.8926, 28.2637], [-118.1689, 29.5128], [-118.9722, 29.4156], [-118.6863, 28.1669]]];;S1A_S2_RAW__0SVV_2023-11-04T01:49:22_2023-11-04T01:49:42_051061_06282F;False;;PT2;s1a-s2-raw-s-vv-20231104t014922-20231104t014942-051061-06282f.zarr;2023-11-04T01:49:22;2023-11-04T01:49:42;S1A;S2;vv;51061;06282f;28.705180000000002;-118.48125999999999;2023;sea;sea_17
[[[-118.6867, 28.1669], [-117.8931, 28.2637], [-118.1694, 29.5128], [-118.9726, 29.4156], [-118.6867, 28.1669]]];;S1A_S2_RAW__0SVV_2024-04-08T01:49:19_2024-04-08T01:49:39_053336_06778B;False;;PT2;s1a-s2-raw-s-vv-20240408t014919-20240408t014939-053336-06778b.zarr;2024-04-08T01:49:19;2024-04-08T01:49:39;S1A;S2;vv;53336;06778b;28.705180000000002;-118.4817;2024;sea;sea_17
[[[-118.6869, 28.1693], [-117.8933, 28.2661], [-118.1695, 29.5153], [-118.9728, 29.4181], [-118.6869, 28.1693]]];;S1A_S2_RAW__0SVV_2024-05-02T01:49:19_2024-05-02T01:49:40_053686_068553;False;;PT2;s1a-s2-raw-s-vv-20240502t014919-20240502t014940-053686-068553.zarr;2024-05-02T01:49:19;2024-05-02T01:49:40;S1A;S2;vv;53686;068553;28.70762;-118.48188;2024;sea;sea_17
[[[-118.6868, 28.1698], [-117.8931, 28.2666], [-118.1694, 29.5157], [-118.9727, 29.4185], [-118.6868, 28.1698]]];;S1A_S2_RAW__0SVV_2024-10-29T01:49:18_2024-10-29T01:49:39_056311_06E594;False;;PT2;s1a-s2-raw-s-vv-20241029t014918-20241029t014939-056311-06e594.zarr;2024-10-29T01:49:18;2024-10-29T01:49:39;S1A;S2;vv;56311;06e594;28.708080000000002;-118.48176000000001;2024;sea;sea_17
[[[-118.685, 28.1671], [-117.8914, 28.2638], [-118.1675, 29.513], [-118.9709, 29.4158], [-118.685, 28.1671]]];;S1A_S2_RAW__0SVV_2024-12-16T01:49:15_2024-12-16T01:49:36_057011_070160;False;;PT2;s1a-s2-raw-s-vv-20241216t014915-20241216t014936-057011-070160.zarr;2024-12-16T01:49:15;2024-12-16T01:49:36;S1A;S2;vv;57011;070160;28.705360000000002;-118.47996;2024;sea;sea_17
[[[-92.9985, -6.0453], [-92.5686, -4.0685], [-93.2694, -3.9646], [-93.7016, -5.9399], [-92.9985, -6.0453]]];;S1A_S2_RAW__0SVV_2025-03-07T11:59:23_2025-03-07T11:59:56_058198_0730E8;False;;PT2;s1a-s2-raw-s-vv-20250307t115923-20250307t115956-058198-0730e8.zarr;2025-03-07T11:59:23;2025-03-07T11:59:56;S1A;S2;vv;58198;0730e8;-5.21272;-93.10732;2025;sea;sea_11
[[[73.1727, -53.9375], [73.9062, -52.757], [72.7754, -52.5305], [72.0137, -53.7036], [73.1727, -53.9375]]];;S1A_S3_RAW__0SHH_2023-04-10T00:01:10_2023-04-10T00:01:31_048026_05C5D2;False;;PT2;s1a-s3-raw-s-hh-20230410t000110-20230410t000131-048026-05c5d2.zarr;2023-04-10T00:01:10;2023-04-10T00:01:31;S1A;S3;hh;48026;05c5d2;-53.37322;73.00814;2023;sea;sea_6
[[[73.1744, -53.9374], [73.9079, -52.7569], [72.7772, -52.5304], [72.0155, -53.7036], [73.1744, -53.9374]]];;S1A_S3_RAW__0SHH_2023-12-30T00:01:16_2023-12-30T00:01:37_051876_064473;False;;PT2;s1a-s3-raw-s-hh-20231230t000116-20231230t000137-051876-064473.zarr;2023-12-30T00:01:16;2023-12-30T00:01:37;S1A;S3;hh;51876;064473;-53.37314;73.00988;2023;sea;sea_6
[[[-46.5137, -24.6044], [-45.7448, -24.4731], [-46.1664, -22.945], [-46.9262, -23.0736], [-46.5137, -24.6044]]];;S1A_S3_RAW__0SHH_2024-03-13T21:36:04_2024-03-13T21:36:30_052968_06697A;False;;PT2;s1a-s3-raw-s-hh-20240313t213604-20240313t213630-052968-06697a.zarr;2024-03-13T21:36:04;2024-03-13T21:36:30;S1A;S3;hh;52968;06697a;-23.940099999999997;-46.37296;2024;sea;sea_10
[[[-46.5159, -24.6034], [-45.747, -24.4722], [-46.1684, -22.9441], [-46.9283, -23.0726], [-46.5159, -24.6034]]];;S1A_S3_RAW__0SHH_2024-08-04T21:36:03_2024-08-04T21:36:29_055068_06B598;False;;PT2;s1a-s3-raw-s-hh-20240804t213603-20240804t213629-055068-06b598.zarr;2024-08-04T21:36:03;2024-08-04T21:36:29;S1A;S3;hh;55068;06b598;-23.939140000000002;-46.375099999999996;2024;sea;sea_10
[[[-46.5135, -24.6039], [-45.7446, -24.4726], [-46.1662, -22.9445], [-46.9261, -23.0731], [-46.5135, -24.6039]]];;S1A_S3_RAW__0SHH_2024-09-09T21:36:04_2024-09-09T21:36:29_055593_06C93C;False;;PT2;s1a-s3-raw-s-hh-20240909t213604-20240909t213629-055593-06c93c.zarr;2024-09-09T21:36:04;2024-09-09T21:36:29;S1A;S3;hh;55593;06c93c;-23.939600000000002;-46.37278;2024;sea;sea_10
[[[73.1742, -53.939], [73.9078, -52.7585], [72.777, -52.532], [72.0153, -53.7051], [73.1742, -53.939]]];;S1A_S3_RAW__0SHH_2024-11-06T00:01:14_2024-11-06T00:01:35_056426_06EA2B;False;;PT2;s1a-s3-raw-s-hh-20241106t000114-20241106t000135-056426-06ea2b.zarr;2024-11-06T00:01:14;2024-11-06T00:01:35;S1A;S3;hh;56426;06ea2b;-53.37472;73.0097;2024;sea;sea_6
[[[-46.5135, -24.6037], [-45.7446, -24.4725], [-46.1661, -22.9443], [-46.926, -23.0728], [-46.5135, -24.6037]]];;S1A_S3_RAW__0SHH_2025-01-31T21:35:58_2025-01-31T21:36:23_057693_071C6A;False;;PT2;s1a-s3-raw-s-hh-20250131t213558-20250131t213623-057693-071c6a.zarr;2025-01-31T21:35:58;2025-01-31T21:36:23;S1A;S3;hh;57693;071c6a;-23.9394;-46.37274;2025;sea;sea_10
[[[-93.3666, -4.4987], [-92.9383, -2.5226], [-93.6365, -2.4196], [-94.0663, -4.394], [-93.3666, -4.4987]]];;S1A_S3_RAW__0SHH_2025-02-23T11:58:59_2025-02-23T11:59:32_058023_0729BD;False;;PT2;s1a-s3-raw-s-hh-20250223t115859-20250223t115932-058023-0729bd.zarr;2025-02-23T11:58:59;2025-02-23T11:59:32;S1A;S3;hh;58023;0729bd;-3.66672;-93.47486;2025;sea;sea_11
[[[-67.918, -21.4812], [-67.1668, -21.3554], [-67.6464, -19.5243], [-68.3885, -19.6472], [-67.918, -21.4812]]];;S1A_S3_RAW__0SHH_2025-04-03T22:59:07_2025-04-03T22:59:38_058598_0740DC;False;;PT2;s1a-s3-raw-s-hh-20250403t225907-20250403t225938-058598-0740dc.zarr;2025-04-03T22:59:07;2025-04-03T22:59:38;S1A;S3;hh;58598;0740dc;-20.69786;-67.80753999999999;2025;sea;sea_10
[[[-46.5137, -24.6044], [-45.7448, -24.4731], [-46.1664, -22.945], [-46.9262, -23.0736], [-46.5137, -24.6044]]];;S1A_S3_RAW__0SHV_2024-03-13T21:36:04_2024-03-13T21:36:30_052968_06697A;False;;PT2;s1a-s3-raw-s-hv-20240313t213604-20240313t213630-052968-06697a.zarr;2024-03-13T21:36:04;2024-03-13T21:36:30;S1A;S3;hv;52968;06697a;-23.940099999999997;-46.37296;2024;sea;sea_10
[[[-46.5159, -24.6034], [-45.747, -24.4722], [-46.1684, -22.9441], [-46.9283, -23.0726], [-46.5159, -24.6034]]];;S1A_S3_RAW__0SHV_2024-08-04T21:36:03_2024-08-04T21:36:29_055068_06B598;False;;PT2;s1a-s3-raw-s-hv-20240804t213603-20240804t213629-055068-06b598.zarr;2024-08-04T21:36:03;2024-08-04T21:36:29;S1A;S3;hv;55068;06b598;-23.939140000000002;-46.375099999999996;2024;sea;sea_10
[[[-46.5135, -24.6039], [-45.7446, -24.4726], [-46.1662, -22.9445], [-46.9261, -23.0731], [-46.5135, -24.6039]]];;S1A_S3_RAW__0SHV_2024-09-09T21:36:04_2024-09-09T21:36:29_055593_06C93C;False;;PT2;s1a-s3-raw-s-hv-20240909t213604-20240909t213629-055593-06c93c.zarr;2024-09-09T21:36:04;2024-09-09T21:36:29;S1A;S3;hv;55593;06c93c;-23.939600000000002;-46.37278;2024;sea;sea_10
[[[-46.5135, -24.6037], [-45.7446, -24.4725], [-46.1661, -22.9443], [-46.926, -23.0728], [-46.5135, -24.6037]]];;S1A_S3_RAW__0SHV_2025-01-31T21:35:58_2025-01-31T21:36:23_057693_071C6A;False;;PT2;s1a-s3-raw-s-hv-20250131t213558-20250131t213623-057693-071c6a.zarr;2025-01-31T21:35:58;2025-01-31T21:36:23;S1A;S3;hv;57693;071c6a;-23.9394;-46.37274;2025;sea;sea_10
[[[-93.3666, -4.4987], [-92.9383, -2.5226], [-93.6365, -2.4196], [-94.0663, -4.394], [-93.3666, -4.4987]]];;S1A_S3_RAW__0SHV_2025-02-23T11:58:59_2025-02-23T11:59:32_058023_0729BD;False;;PT2;s1a-s3-raw-s-hv-20250223t115859-20250223t115932-058023-0729bd.zarr;2025-02-23T11:58:59;2025-02-23T11:59:32;S1A;S3;hv;58023;0729bd;-3.66672;-93.47486;2025;sea;sea_11
[[[-67.918, -21.4812], [-67.1668, -21.3554], [-67.6464, -19.5243], [-68.3885, -19.6472], [-67.918, -21.4812]]];;S1A_S3_RAW__0SHV_2025-04-03T22:59:07_2025-04-03T22:59:38_058598_0740DC;False;;PT2;s1a-s3-raw-s-hv-20250403t225907-20250403t225938-058598-0740dc.zarr;2025-04-03T22:59:07;2025-04-03T22:59:38;S1A;S3;hv;58598;0740dc;-20.69786;-67.80753999999999;2025;sea;sea_10
[[[-178.2771, -31.1762], [-177.7264, -29.3545], [-178.528, -29.2138], [-179.0935, -31.0313], [-178.2771, -31.1762]]];;S1A_S3_RAW__0SVH_2023-07-26T17:19:39_2023-07-26T17:20:10_049597_05F6C2;False;;PT2;s1a-s3-raw-s-vh-20230726t171939-20230726t172010-049597-05f6c2.zarr;2023-07-26T17:19:39;2023-07-26T17:20:10;S1A;S3;vh;49597;05f6c2;-30.3904;-178.38042000000002;2023;sea;sea_2
[[[43.0022, -12.4214], [43.7173, -12.3084], [43.4273, -11.0707], [42.7155, -11.1823], [43.0022, -12.4214]]];;S1A_S3_RAW__0SVH_2023-08-13T15:29:12_2023-08-13T15:29:33_049858_05FF23;False;;PT2;s1a-s3-raw-s-vh-20230813t152912-20230813t152933-049858-05ff23.zarr;2023-08-13T15:29:12;2023-08-13T15:29:33;S1A;S3;vh;49858;05ff23;-11.880840000000001;43.172900000000006;2023;sea;sea_8
[[[-178.0457, -15.0047], [-177.8227, -14.0681], [-178.5428, -13.953], [-178.7689, -14.8884], [-178.0457, -15.0047]]];;S1A_S3_RAW__0SVH_2023-09-10T17:31:55_2023-09-10T17:32:10_050268_060D18;False;;PT2;s1a-s3-raw-s-vh-20230910t173155-20230910t173210-050268-060d18.zarr;2023-09-10T17:31:55;2023-09-10T17:32:10;S1A;S3;vh;50268;060d18;-14.583779999999999;-178.24516;2023;sea;sea_12
[[[128.5641, -8.7532], [129.2705, -8.6443], [128.8552, -6.8019], [128.152, -6.9089], [128.5641, -8.7532]]];;S1A_S3_RAW__0SVH_2023-10-30T09:44:39_2023-10-30T09:45:09_050992_0625E5;False;;PT2;s1a-s3-raw-s-vh-20231030t094439-20231030t094509-050992-0625e5.zarr;2023-10-30T09:44:39;2023-10-30T09:45:09;S1A;S3;vh;50992;0625e5;-7.9723;128.68117999999998;2023;sea;sea_18
[[[-178.2754, -31.1771], [-177.7248, -29.3554], [-178.5264, -29.2147], [-179.0918, -31.0322], [-178.2754, -31.1771]]];;S1A_S3_RAW__0SVH_2023-11-11T17:19:42_2023-11-11T17:20:13_051172_062C0E;False;;PT2;s1a-s3-raw-s-vh-20231111t171942-20231111t172013-051172-062c0e.zarr;2023-11-11T17:19:42;2023-11-11T17:20:13;S1A;S3;vh;51172;062c0e;-30.3913;-178.37876;2023;sea;sea_2
[[[43.0011, -12.4215], [43.7162, -12.3085], [43.4262, -11.0709], [42.7144, -11.1824], [43.0011, -12.4215]]];;S1A_S3_RAW__0SVH_2024-02-09T15:29:10_2024-02-09T15:29:31_052483_0658FE;False;;PT2;s1a-s3-raw-s-vh-20240209t152910-20240209t152931-052483-0658fe.zarr;2024-02-09T15:29:10;2024-02-09T15:29:31;S1A;S3;vh;52483;0658fe;-11.88096;43.171800000000005;2024;sea;sea_8
[[[42.9995, -12.4214], [43.7146, -12.3085], [43.4247, -11.0708], [42.7129, -11.1823], [42.9995, -12.4214]]];;S1A_S3_RAW__0SVH_2024-05-27T15:29:12_2024-05-27T15:29:32_054058_0692A0;False;;PT2;s1a-s3-raw-s-vh-20240527t152912-20240527t152932-054058-0692a0.zarr;2024-05-27T15:29:12;2024-05-27T15:29:32;S1A;S3;vh;54058;0692a0;-11.880880000000001;43.17024;2024;sea;sea_8
